time(millisecond);Columna1;datetime(utc);latitude;longitude;height_above_takeoff(feet);height_above_ground_at_drone_location(feet);ground_elevation_at_drone_location(feet);altitude_above_seaLevel(feet);height_sonar(feet);speed(mph);distance(feet);mileage(feet);satellites;gpslevel;voltage(v);max_altitude(feet);max_ascent(feet);max_speed(mph);max_distance(feet); xSpeed(mph); ySpeed(mph); zSpeed(mph); compass_heading(degrees); pitch(degrees); roll(degrees);isPhoto;isVideo;rc_elevator;rc_aileron;rc_throttle;rc_rudder;rc_elevator(percent);rc_aileron(percent);rc_throttle(percent);rc_rudder(percent);gimbal_heading(degrees);gimbal_pitch(degrees);gimbal_roll(degrees);battery_percent;voltageCell1;voltageCell2;voltageCell3;voltageCell4;voltageCell5;voltageCell6;current(A);battery_temperature(f);altitude(feet);ascent(feet);flycStateRaw;flycState;message
1148600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;2624672;223694;2,36798E+11;2,89413E+11;30;5;148;9,70302E+13;10498688;335093612;2,48141E+11;0;-223694;0;0;-15;22;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3699;3698;3703;3701;0;0;8938;11822;-1,02533E+13;-9678478;38;Tripod;
1148800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;24934384;0;2,36799E+11;2,8942E+11;30;5;148;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-15;23;0;0;1024;1024;1328;558;0;0;46;-71;3532;-90;0;30;3699;3698;3703;3701;0;0;8938;11822;-1,02533E+13;-9678478;38;Tripod;
1149000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;25262468;0;2,36798E+11;2,89426E+11;30;5;148;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-2;19;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3699;3698;3703;3701;0;0;8938;11822;-1,02533E+13;-9678478;38;Tripod;
1149200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;25590552;223694;2,36801E+11;2,89432E+11;30;5;148;9,70302E+13;10498688;335093612;2,48141E+11;0;-223694;0;0;-22;9;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3699;3698;3703;3701;0;0;8938;11822;-1,02533E+13;-9678478;38;Tripod;
1149400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;25590552;223694;23680446952;2,89439E+11;30;5;14803;9,70302E+13;10498688;335093612;2,48141E+11;0;-223694;0;0;-13;31;0;0;1024;1024;1391;634;0;0;56;-59;3532;-90;0;30;37;3698;3704;3702;0;0;8794;11822;-1,02533E+13;-9678478;38;Tripod;
1149600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;27559056;0;2,36808E+11;2,89445E+11;30;5;14803;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-12;3;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3698;3704;3702;0;0;8794;11822;-1,02533E+13;-9678478;38;Tripod;
1149800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+13;-9678478;;;-1,02533E+13;27559056;0;2,36811E+11;28945046858;30;5;14803;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-17;19;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;37;3698;3704;3702;0;0;8794;11822;-1,02533E+13;-9678478;38;Tripod;
1150000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;27559056;0;2,36815E+11;2,89456E+11;30;5;14803;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-11;27;0;0;1024;1024;1247;1024;0;0;34;0;3532;-90;0;30;37;3698;3704;3702;0;0;8794;11822;-1,02533E+13;-9678478;38;Tripod;
1150200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;27559056;0;23681759288;2,8946E+11;30;5;14803;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-12;29;0;0;1024;1024;1367;1024;0;0;52;0;3532;-90;0;30;37;3698;3704;3702;0;0;8794;11822;-1,02533E+13;-9678478;38;Tripod;
1150400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;27559056;0;2,3682E+11;2,89463E+11;30;5;14801;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-22;23;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3699;3697;3704;3701;0;0;8785;11822;-1,02533E+13;-9678478;38;Tripod;
1150600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;27559056;0;2,36823E+11;2,89468E+11;30;5;14801;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-24;22;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3699;3697;3704;3701;0;0;8785;11822;-1,02533E+13;-9678478;38;Tripod;
1150800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+13;-5,62231E+14;-9678478;;;-1,02533E+13;27559056;0;23682907582;28947343446;30;5;14801;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-1;24;0;0;1024;1024;1024;934;0;0;0;-14;3532;-899;0;30;3699;3697;3704;3701;0;0;8785;11822;-1,02533E+13;-9678478;38;Tripod;
1151000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;27559056;0;2,36836E+11;2,8948E+11;30;5;14801;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-5;25;0;0;1024;1024;780;743;0;0;-37;-43;3532;-899;0;30;3699;3697;3704;3701;0;0;8785;11822;-1,02533E+13;-9678478;38;Tripod;
1151200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+13;-5,62231E+14;-9678478;;;-1,02533E+13;27559056;0;2,3684E+11;2,89484E+11;30;5;14801;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-6;23;0;0;1024;1024;364;773;0;0;-100;-38;3532;-90;0;30;3699;3697;3704;3701;0;0;8785;11822;-1,02533E+13;-9678478;38;Tripod;
1151400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;27559056;0;2,36841E+11;2,89486E+11;30;5;14801;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;1;16;0;0;1024;1024;364;903;0;0;-100;-18;3532;-90;0;30;37;3697;3704;3701;0;0;8765;11822;-1,02533E+13;-9678478;38;Tripod;
1151600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+13;-5,62231E+14;-9678478;;;-1,02533E+13;23622048;0;2,36839E+11;2,89489E+11;30;5;14801;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;32;12;0;0;1024;1024;364;1024;0;0;-100;0;3532;-90;0;30;37;3697;3704;3701;0;0;8765;11822;-1,02533E+13;-9678478;38;Tripod;
1151800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;447388;2,36829E+11;2,895E+11;30;5;14801;9,70302E+13;10498688;335093612;2,48141E+11;-447388;0;0;0;47;19;0;0;1024;1024;364;1024;0;0;-100;0;3532;-90;0;30;37;3697;3704;3701;0;0;8765;11822;-1,02533E+13;-9678478;38;Tripod;
1152000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;894776;2,36807E+11;28952428748;30;5;14801;9,70302E+13;10498688;335093612;2,48141E+11;-894776;0;0;1;45;24;0;0;1024;1024;364;1024;0;0;-100;0;3532;-90;0;30;37;3697;3704;3701;0;0;8765;11822;-1,02533E+13;-9678478;38;Tripod;
1152200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;1342164;2,36772E+11;2,89562E+11;30;5;14801;9,70302E+13;10498688;335093612;2,48141E+11;-1342164;0;0;1;42;23;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3697;3704;3701;0;0;8765;11822;-1,02533E+13;-9678478;38;Tripod;
1152400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;1565858;2,36726E+11;2,89609E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;-1565858;0;0;0;34;19;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3699;3696;3703;37;0;0;8949;11822;-1,02533E+13;-9678478;38;Tripod;
1152600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;1789552;2,36669E+11;2,89666E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;-1789552;0;0;0;-1;16;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3699;3696;3703;37;0;0;8949;11822;-1,02533E+13;-9678478;38;Tripod;
1152800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;1565858;2,36615E+11;2,89721E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;-1565858;0;0;3599;-10;19;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3699;3696;3703;37;0;0;8949;11822;-1,02533E+13;-9678478;38;Tripod;
1153000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;671082;2,36579E+11;2,89757E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;-671082;0;0;3599;-86;21;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3699;3696;3703;37;0;0;8949;11822;-1,02533E+13;-9678478;38;Tripod;
1153200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;223694;2,36561E+11;2,89774E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;-223694;0;0;0;-49;19;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3699;3696;3703;37;0;0;8949;11822;-1,02533E+13;-9678478;38;Tripod;
1153400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+13;-9678478;;;-1,02533E+13;23950132;0;2,36556E+11;2,8978E+11;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-28;18;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3699;3695;3702;3699;0;0;8999;11822;-1,02533E+13;-9678478;38;Tripod;
1153600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+13;-9678478;;;-1,02533E+13;23950132;0;2,36555E+11;2,89782E+11;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-17;2;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3699;3695;3702;3699;0;0;8999;11822;-1,02533E+13;-9678478;38;Tripod;
1153800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;0;2,36558E+11;28978511426;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-16;22;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3699;3695;3702;3699;0;0;8999;11822;-1,02533E+13;-9678478;38;Tripod;
1154000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;0;2,36558E+11;2,89786E+11;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-21;23;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3699;3695;3702;3699;0;0;8999;11822;-1,02533E+13;-9678478;38;Tripod;
1154200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;0;2,36561E+11;2,89792E+11;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-22;27;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3699;3695;3702;3699;0;0;8999;11822;-1,02533E+13;-9678478;38;Tripod;
1154400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;0;2,36562E+11;2,89794E+11;30;5;1479;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-21;23;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3699;3695;3702;37;0;0;9239;11822;-1,02533E+13;-9678478;38;Tripod;
1154600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;0;23656332778;2897965972;30;5;1479;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-17;18;0;0;1024;1024;1332;979;0;0;47;-7;3532;-90;0;30;3699;3695;3702;37;0;0;9239;11822;-1,02533E+13;-9678478;38;Tripod;
1154800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+13;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;0;2,36565E+11;2,89799E+11;30;5;1479;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-19;19;0;0;1024;1024;1309;1024;0;0;43;0;3532;-899;0;30;3699;3695;3702;37;0;0;9239;11822;-1,02533E+13;-9678478;38;Tripod;
1155000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;0;2,36568E+11;2,89801E+11;30;5;1479;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-29;17;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3699;3695;3702;37;0;0;9239;11822;-1,02533E+13;-9678478;38;Tripod;
1155200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;223694;2,36573E+11;2,89807E+11;30;5;1479;9,70302E+13;10498688;335093612;2,48141E+11;223694;0;0;0;-3;18;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3699;3695;3702;37;0;0;9239;11822;-1,02533E+13;-9678478;38;Tripod;
1155400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;223694;23657973198;2,89814E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;223694;0;0;0;-3;16;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3696;3702;37;0;0;8848;11822;-1,02533E+13;-9678478;38;Tripod;
1155600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;0;23658629366;2,8982E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;0;19;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;37;3696;3702;37;0;0;8848;11822;-1,02533E+13;-9678478;38;Tripod;
1155800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+13;-9678478;;;-1,02533E+13;23950132;0;2,36589E+11;28982448434;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-6;24;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3696;3702;37;0;0;8848;11822;-1,02533E+13;-9678478;38;Tripod;
1156000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;0;2,36591E+11;28982612476;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-11;21;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3696;3702;37;0;0;8848;11822;-1,02533E+13;-9678478;38;Tripod;
1156200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+13;-5,62231E+14;-9678478;;;-1,02533E+13;23950132;0;2,3659E+11;28982776518;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-2;26;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3696;3702;37;0;0;8848;11822;-1,02533E+13;-9678478;38;Tripod;
1156400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;2624672;0;2,36592E+11;2898294056;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-16;2;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;37;3696;3703;37;0;0;8847;1184;-1,02533E+13;-9678478;38;Tripod;
1156600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;25918636;0;2,36593E+11;2,89831E+11;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-14;18;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;37;3696;3703;37;0;0;8847;1184;-1,02533E+13;-9678478;38;Tripod;
1156800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;2624672;0;2,36593E+11;2,89831E+11;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-11;21;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3696;3703;37;0;0;8847;1184;-1,02533E+13;-9678478;38;Tripod;
1157000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;25918636;0;2,36594E+11;28983268644;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-13;16;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3696;3703;37;0;0;8847;1184;-1,02533E+13;-9678478;38;Tripod;
1157200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+13;-5,62231E+14;-9678478;;;-1,02533E+13;25918636;0;23659449576;2,89833E+11;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-15;19;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3696;3703;37;0;0;8847;1184;-1,02533E+13;-9678478;38;Tripod;
1157400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-9678478;;;-1,02533E+13;25590552;0;2,36595E+11;28983432686;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-1;2;0;0;1219;1024;1024;1024;30;0;0;0;3532;-90;0;30;37;3696;3703;37;0;0;8847;1184;-1,02533E+13;-9678478;38;Tripod;
1157600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+13;-5,62231E+14;-9678478;;;-1,02533E+13;25590552;0;2,36595E+11;2,89835E+11;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-11;2;0;0;1322;1024;1024;1024;45;0;0;0;3532;-90;0;30;37;3696;3703;37;0;0;8847;1184;-1,02533E+13;-9678478;38;Tripod;
1157800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+13;-9678478;;;-1,02533E+13;25590552;0;2,36596E+11;2,89835E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-13;21;0;0;1336;1024;1024;1024;47;0;0;0;3532;-899;0;30;3699;3695;3702;37;0;0;8719;1184;-1,02533E+13;-9678478;38;Tripod;
1158000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+13;-9678478;;;-1,02533E+13;25590552;0;2,36595E+11;28983596728;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;-223694;0;-13;2;0;0;1340;1024;1024;1024;48;0;0;0;3532;-899;0;30;3699;3695;3702;37;0;0;8719;1184;-1,02533E+13;-9678478;38;Tripod;
1158200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+13;-96456696;;;-9,92521E+12;25590552;0;2,36594E+11;2,89837E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;-447388;0;-1;17;0;0;1262;1024;1024;1024;36;0;0;0;3532;-899;0;30;3699;3695;3702;37;0;0;8719;1184;-9,92521E+12;-96456696;38;Tripod;
1158400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96456696;;;-9,92521E+12;25262468;0;2,36593E+11;2,89839E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;-447388;0;-14;21;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3699;3695;3702;37;0;0;8719;1184;-9,92521E+12;-96456696;38;Tripod;
1158600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;25590552;0;2,36591E+11;2,89842E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;-223694;0;-19;21;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3699;3695;3702;37;0;0;8719;1184;-9,59713E+12;-96128612;38;Tripod;
1158800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;25918636;0;2,3659E+11;2,89843E+11;30;5;14788;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-15;21;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3698;3695;3702;3699;0;0;9094;1184;-9,59713E+12;-96128612;38;Tripod;
1159000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+13;-96128612;;;-9,59713E+12;25918636;0;2,36589E+11;2,89844E+11;30;5;14788;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-12;18;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3698;3695;3702;3699;0;0;9094;1184;-9,59713E+12;-96128612;38;Tripod;
1159200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;25918636;0;23658793408;2,89847E+11;30;5;14788;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-18;26;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3698;3695;3702;3699;0;0;9094;1184;-9,59713E+12;-96128612;38;Tripod;
1159400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;25918636;0;23658793408;28984909064;30;5;14788;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-18;25;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3698;3695;3702;3699;0;0;9094;1184;-9,59713E+12;-96128612;38;Tripod;
1159600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+13;-96128612;;;-9,59713E+12;25918636;0;2,36589E+11;2,8985E+11;30;5;14788;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-13;21;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;3698;3695;3702;3699;0;0;9094;1184;-9,59713E+12;-96128612;38;Tripod;
1159800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;2624672;0;2,3659E+11;2,89851E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-11;22;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3696;3702;3699;0;0;8515;1184;-9,59713E+12;-96128612;38;Tripod;
1160000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+13;-96456696;;;-9,92521E+12;2624672;0;2,36591E+11;2,89852E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-14;25;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3696;3702;3699;0;0;8515;1184;-9,92521E+12;-96456696;38;Tripod;
1160200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;2624672;0;2,36592E+11;2,89855E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-17;25;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;37;3696;3702;3699;0;0;8515;1184;-9,59713E+12;-96128612;38;Tripod;
1160400;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;2624672;0;2,36592E+11;2,89859E+11;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-16;2;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;37;3696;3702;3699;0;0;8515;1184;-9,59713E+12;-96128612;38;Tripod;
1160600;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;2624672;0;2,36591E+11;28986385442;30;5;14796;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-17;2;0;0;1024;1024;1024;1024;0;0;0;0;3532;-90;0;30;37;3696;3702;3699;0;0;8515;1184;-9,59713E+12;-96128612;38;Tripod;
1160800;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;27559056;0;2,36592E+11;28986713526;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-13;18;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3698;3695;3702;3699;0;0;8728;1184;-9,59713E+12;-96128612;15;Go_Home;La aeronave está regresando al punto de origen. La altitud de RPO mínima es de 25 m. Si es necesario, puedes restaurar la altitud de RPO en Configuración del control remoto después de cancelar RPO.
1161000;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;27230972;0;23659285534;2,89869E+11;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-15;18;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3698;3695;3702;3699;0;0;8728;1184;-9,59713E+12;-96128612;15;Go_Home;
1161200;###############################################################################################################################################################################################################################################################;30/07/2025 9:25;4,35632E+14;-5,62231E+14;-96128612;;;-9,59713E+12;27230972;0;23659285534;2,8987E+11;30;5;14794;9,70302E+13;10498688;335093612;2,48141E+11;0;0;0;0;-16;22;0;0;1024;1024;1024;1024;0;0;0;0;3532;-899;0;30;3698;3695;3702;3699;0;0;8728;1184;-9,59713E+12;-96128612;15;Go_Home;
